Title,Price,Seller-id,Posting Date,"Posting Date
Max","Posting Date
Min",Scrapping Date,Category,Period,FileName,Tag,Ad-Id,Seller-Type,"NewCarouseller
Posting Date"
Virtual OfficeInstant office at Phileo Damansara IPetaling Jaya,700,fida84,2 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160201369,,
Mesra Ria Apartment Lorong Ikan Emas Ampang Selangor,155000,aidtlsffryna,2 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160200278,,
[WTR] Menara Polo Ampang Hilir,2100,adrian-aw,2 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160200277,,
[WTR] 6 CapSquare Dang Wangi,4400,adrian-aw,2 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160199589,,
[WTR] Menara Worldwide KLCC,39000,adrian-aw,2 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160198457,,
Taman Maya Kuala Pilah,335000,najib.aziz23,2 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160198304,,
Section 7 Shah Alam,900,nazril53,2 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160197589,,
BANDAR SERI PUTRA SEKSYEN 2,555000,mzrescom,3 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160193890,,
2 STOREY TERRACE HOUSE TAMAN PUTRA AMPANG FOR RENT,1400,azlan777,3 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160193626,,
BUKIT WANGSAMAS WANGSAMAJU SUPERLINK 2.5 TINGKAT,1550000,mzrescom,3 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160193492,,
[WTS] TAMAN DESA WANGSA FLAT DESA WANGSA CHERAS 650 SQ,140000,mzrescom,3 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160192056,,
5 star Service Apartment High ROI,348888,marcustang14,3 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160191730,,
22x80 2 Sty Freehold,568888,marcustang14,3 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160191275,,
One Cube @ One South Condo,1500,shareeeezzzz,3 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160191163,,
Bandar Baru Klang Palm garden Apartment Partial Furnished Swimming Pool Facilities,750,khlee30,3 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160190853,,
Ken Rimba Condominium 1 Seksyen 16 Shah Alam Partial Furnished,1500,khlee30,3 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160189888,,
I suite I city for rent,1400,davidleong84,3 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160189830,,
Ken Rimba Condominium Seksyen 16 Shah Alam,1300,khlee30,3 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160188780,,
BANDAR SERI PUTRA SEKSYEN 2,555000,mzrescom,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160193890,New Carouseller,2018-03-20
BUKIT WANGSAMAS WANGSAMAJU SUPERLINK 2.5 TINGKAT,1550000,mzrescom,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160193492,New Carouseller,2018-03-20
OFFICE FOR RENT,750,ae_centre,3 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,159223593,,
DOUBLE STOREY seksyen u11 bukit bandaraya shah alam,470000,afirdausm,3 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160186457,,
For Rent PUJ 9 2 Stry Taman Puncak Jalil Seri Kembangan,1200,mohddaud92,3 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160186060,,
[WTS] TAMAN DESA WANGSA FLAT DESA WANGSA CHERAS 650 SQ,140000,mzrescom,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160192056,New Carouseller,2018-03-20
5 star Service Apartment High ROI,348888,marcustang14,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160191730,New Carouseller,2018-03-20
DS - Taman Perling For Sale (Bumi Lot),570000,abasali,4 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160185426,,
Semi-D Taman Bertam Perdana (Belakang Yong Taufu Pulau Gadong),380,ejajaafar_91,4 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160181983,,
Lorong Dato Yusuf Shahbuddin 30 Taman Sentosa Klang.,149000,afirdausm,4 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160179498,,
22x80 2 Sty Freehold,568888,marcustang14,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160191275,New Carouseller,2018-03-20
One Cube @ One South Condo,1500,shareeeezzzz,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160191163,New Carouseller,2018-03-20
[WTS] SRI DAHLIA APARTMENT Taman Sepakat Indah Kajang,280000,renriz,5 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160178606,,
For Sale Corner Lot Taman arowana indah Seremban,600000,nurmuzriah,5 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160176145,,
Idaman Sutera Setapak Gombak Kuala Lumpur,245000,goldenchua,6 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160173351,,
Double storey Tmn PewiraPermatang Tinggi Bm,260000,samavationg,6 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160173106,,
Suria jelatek residence,900,chile147,9 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160166163,,
Medium Room in Bukit bintang,950,luckystarz881,10 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160165827,,
BILIK SEWA BANGI (PEREMPUAN),230,mfkiiz,10 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160165798,,
New condo@USJ1,380000,justinyeow,12 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160162056,,
Waterfront PD,8000000,risharosse,13 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,159804783,,
New-The Link2 condo Bukit Jalik,2200,shachanchan,13 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160159432,,
BSP21 One Bedroom Soho,1000,jane8852,14 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160154062,,
Soho Setia Alam,297000,nadiyah83,14 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160151749,,
Event For New Launching Luxury Bungalow At Damansara West,2500000,jensliew.vivahomes,14 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160151530,,
NEW Klang Valley Property | Soft Launch Property in Petaling Jaya,550000,johnwee93,14 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160151180,,
House for sale subang,380000,ajva83,14 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160149456,,
New Condo only at RM440/sqft,460000,kl.property,14 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160149398,,
Beverly Hill Renovated and fully furnished unit,1000,changchungyng,14 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160147294,,
FARDAIN PLACE HOMESTAY,250,que_sidek,15 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160145436,,
Freehold pangsapuri laksamana 3 bedroom bandar hilir melaka raya,170000,yeong0890,15 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160144988,,
2 - STOREY LANDED SUPER-LINK GATED AND GUARDED,500000,cindy355068,15 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160143571,,
[WTR] THE HORIZON RESIDENCE KLCC,4200,ctweng32,15 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160141735,,
[WTR] VERTICAS RESIDENSI BUKIT BINTANG,7000,ctweng32,15 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160141272,,
Sri Meranti Puchong Hartamas,220000,risharosse,15 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160140985,,
Seroja pangsapuri setia alam,700,suzanne1978,15 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160137256,,
Double Storey Taman Sri Tanjung Semenyih,380000,yanazull,15 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160136481,,
DUTA IMPIAN,1600,shawn800810,15 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,158051439,,
2-Story Semi-D near Int School Jalan Sungai air putih Penang,610000,shi.wei.96930,15 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160136041,,
Serdang Seri Kembangan House for Sale,165000,gracelee1989,16 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160132902,,
Suria jelatek residence,900,chile147,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160166163,New Carouseller,2018-03-20
Medium Room in Bukit bintang,950,luckystarz881,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160165827,New Carouseller,2018-03-20
G Floor Shoplot Taman Malim Jaya Same Row Wings Cafe Public Bank Melaka,1500,yeong0890,16 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160128083,,
Fully Furnish 1 Bedroom Mahkota Hotel Melaka Raya Bandar Hilir Melaka,1200,yeong0890,16 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160126629,,
Taman Nusa Indah Corner House,665000,joyceheng_99,16 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160125689,,
BILIK SEWA BANGI (PEREMPUAN),230,mfkiiz,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160165798,New Carouseller,2018-03-20
Event For New Launching Luxury Bungalow At Damansara West,2500000,jensliew.vivahomes,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160151530,New Carouseller,2018-03-20
Permaisuri New condo,500000,bennylaubillion,16 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160125475,,
New 3 Sty Semi-D Factory Kota Puteri Ijok Sungai Buloh,2300000,lukesee89,16 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160123734,,
Taman Bukit Indah,540000,joyceheng_99,16 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160123045,,
NEW Klang Valley Property | Soft Launch Property in Petaling Jaya,550000,johnwee93,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160151180,New Carouseller,2018-03-20
New Condo only at RM440/sqft,460000,kl.property,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160149398,New Carouseller,2018-03-19
Kasturi Idaman Kota Damansara To Let,1550,orangetab,16 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160122876,,
Studio Empire city for rent,1100,emarketing2016,16 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160122206,,
Duplex Soho Empire City for rent,1500,emarketing2016,17 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160121280,,
Freehold pangsapuri laksamana 3 bedroom bandar hilir melaka raya,170000,yeong0890,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160144988,New Carouseller,2018-03-19
2 - STOREY LANDED SUPER-LINK GATED AND GUARDED,500000,cindy355068,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160143571,New Carouseller,2018-03-19
Twin galaxy dnp area.,2500,adampeh,17 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160121255,,
Duplex soho empire city for rent,1500,emarketing2016,17 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160120768,,
Forest Green Condo,450000,gregleerocks,17 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160120266,,
[WTR] THE HORIZON RESIDENCE KLCC,4200,ctweng32,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160141735,New Carouseller,2018-03-19
[WTR] VERTICAS RESIDENSI BUKIT BINTANG,7000,ctweng32,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160141272,New Carouseller,2018-03-19
Seri Mutiara Apartment (dtn) @ Seri Alam Masai,850,vffaizal,17 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160119515,,
Bilik master utk disewa,550,elmi1091,17 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160116646,,
Teres 2-Tingkat Jalan Kebun Shah Alam Kini Dibuka Jualan,478000,hafiz.hartanah,17 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160115377,,
New Hill Top Condo at Kajang,290000,shah1001,17 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160114261,,
Season Luxury (dtn) @ Larkin Bomba,1300,vffaizal,17 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160113650,,
100% LOAN TMN ROSSEVILLE IMPIAN Jln Kebun Seksyen 30 Shah Alam,478000,adahartanah,17 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160113471,,
Single and Double Storey House @ Banting FREEHOLD RM284k!!,284000,alvincsk,17 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160113246,,
PRIVATE OFFICE ROOM WITH WINDOW VIEW,900,lsmun,17 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160113162,,
Bistari Impian (sy) @ Larkin,1200,vffaizal,17 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160112873,,
New 3 Sty Semi-D Factory Kota Puteri Puncak Alam Ijok,2300000,lukesee89,17 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160112335,,
2 Storey House USJ 8 Subang Jaya,848000,property_king,17 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160112238,,
Villa House (Semi-D) Ampang,3100000,property_king,17 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160111653,,
Single Storey House Ampang,850000,property_king,17 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160111097,,
2.5 storey Bungalow Subang Jaya,4000000,property_king,18 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160109485,,
The Gem Subang Jaya,380000,wesya1987,18 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160109320,,
G Floor Shoplot Taman Malim Jaya Same Row Wings Cafe Public Bank Melaka,1500,yeong0890,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160128083,New Carouseller,2018-03-19
Fully Furnish 1 Bedroom Mahkota Hotel Melaka Raya Bandar Hilir Melaka,1200,yeong0890,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160126629,New Carouseller,2018-03-19
New 3 Sty Semi-D Factory Kota Puteri Ijok Sungai Buloh,2300000,lukesee89,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160123734,New Carouseller,2018-03-19
New 3 Sty Semi-D Factory Kota Puteri Puncak Alam Ijok,2300000,lukesee89,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160112335,New Carouseller,2018-03-19
Kemasukkan segera April 2018,250,azueramagictouch,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160106046,New Carouseller,2018-03-19
[WTS] 2 Storey Terrace House at Taman Impian Putra Bangi,450000,hilalalias,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160102585,New Carouseller,2018-03-19
??,380000,yyang4987,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160100134,New Carouseller,2018-03-19
Duplex Unit Maju Kuala Lumpur,618000,pisangpanas,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160098410,New Carouseller,2018-03-19
2stry House for Rent,800,izatulsuhada4,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160084200,New Carouseller,2018-03-19
[WTS] Cahaya Permai Apartment Seri Kembangan,298000,hilalalias,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160083694,New Carouseller,2018-03-19
For Sale: Alam Suria Puncak Alam Sungai Buloh Selangor,400000,nurmuzriah,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160078121,New Carouseller,2018-03-19
Empire City Halo Sunday,1230,ezeedealer,18 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160108681,,
Tanah Kebun Sawit Teluk Intan,180000,shahziproperty,18 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160104059,,
Nusa Height Apartment Gelang Patah,330000,joyceheng_99,18 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160103026,,
Taman Orkid Cheras Batu 9 For Let,750,play_boy,18 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160102504,,
Taman Orkid Cheras Shop Lot For Let,2000,play_boy,19 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160099014,,
Tanah lot,10000,azlanlohhhh,19 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160098986,,
Room for rent,300,suhilmi_tot,19 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160096793,,
Bilik untuk disewa,350,zaleshaboutique,19 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160093467,,
Residensi Sentul Mas 3r2b2cp LRT Sentul Timur to LRT Masjid Jamek,1800,carojames,20 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160088994,,
Suria Kinrara for Rent 2018,1000,syudshah99,20 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160087588,,
Arena Shamelin Apartment Cheras KL,1300,michelle108,20 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160086980,,
Scott Garden Soho Old Klang Road KL,1600,michelle108,20 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160086658,,
Mercu Summer Suites KLCC Kuala Lumpur,2700,michelle108,20 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160086096,,
PV20 Condo Setapak KL (BRAND NEW),2000,michelle108,20 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160085248,,
The Lumayan Apartment Bandar Sri Permaisuri Cheras KL,1350,michelle108,20 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160084645,,
Rumah sewa jln marmar,155,ika_sya,20 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160084201,,
[WTS] 80 Residence New Apartment at Penampang Area,338220,gavin93,20 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160082824,,
New fully renovated house la cottage puchong,1500,muslim_gadget,21 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160081355,,
Master bedroom for rent (April intake),550,elmi1091,21 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160081124,,
Apartment Harmoni Damansara Damai,650,sepet_collection,21 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160081043,,
Subang Jaya New Condominium / Serviced Residence Open For Sale,390000,hafiz.hartanah,21 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160079363,,
Bandar Seri Coalfields (Bromelia),950000,principessa_my,21 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160078056,,
Corner Lot tmn cempakasari Klang,320000,faizalrizman,21 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160077701,,
Tanah lot - Rantau Panjang Klang,67800,faizalrizman,21 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160076922,,
New HighRise Project In Subang Jaya USJ1 Prime Location Now Open For Sale,390000,adahartanah,21 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160073180,,
Suria Residence - Bukit Jelutong,663000,zinnirah_r,22 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160072681,,
Service Resident For Sale ( Suri Apartment),550,shidamyhartanah,22 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160064851,,
TIPTOP CONDITION Semi D Royal Ivory 2,580000,cik_ida.property,22 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160064208,,
Pan32454,115000,meezah,22 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160063919,,
PRETTY RENO Subang Suria U5,240000,cik_ida.property,23 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160062280,,
Bilik kongsi untuk disewa,160,atifpahmi,23 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160062232,,
[WTS] 2 Storey Terrace at Cheras Below Market Value,590000,hilalalias,23 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160060974,,
Bandar Seri Coalfields (Bromelia),950000,principessa_my,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160078056,New Carouseller,2018-03-19
Corner Lot tmn cempakasari Klang,320000,faizalrizman,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160077701,New Carouseller,2018-03-19
Land for sales Klebang,120,dankergregorypaul,23 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160059695,,
Rumah Teres Untuk Disewa,700,esemjay88,23 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160059314,,
Kristal Heigths Taman Sri Gombak,800,joezainuri,23 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160057457,,
Tanah lot - Rantau Panjang Klang,67800,faizalrizman,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160076922,New Carouseller,2018-03-19
Service Resident For Sale ( Suri Apartment),550,shidamyhartanah,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160064851,New Carouseller,2018-03-19
Bilik kecik untuk disewa,300,pipie93,23 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160057053,,
New Freehold Condo,291000,carolynqiqi,23 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160057028,,
New project cheapest in Subang,450000,miniunderground,23 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160056184,,
TIPTOP CONDITION Semi D Royal Ivory 2,580000,cik_ida.property,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160064208,New Carouseller,2018-03-19
New Nature Environment Semi-D Condo for sale,400000,nickleewh,23 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160055550,,
NEW NEW NEW Tiara Mutiara 2 (Klang Lama Mid Valley Puchong KL),1500,silverang,23 hours ago,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160053954,,
PERMAI PUTERA APARTMENT,360000,samsul_izwan,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160051508,New Carouseller,2018-03-19
TAMAN KEMUNING TANGKAK (bumi lot),350000,dayahjaafar92,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160048145,New Carouseller,2018-03-19
[WTS] 2 Storey Terrace in Kajang,630000,nickleewh,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160047986,New Carouseller,2018-03-19
Melaka Condominiums for sale,799000,dankergregorypaul,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160047599,New Carouseller,2018-03-19
New 2-sty Superlink Resort Home Puchong,550000,bryan.property,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160046619,New Carouseller,2018-03-19
New Resort Home Putrajaya Freehold Cash Rebate!!!,550000,bryan.property,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160045842,New Carouseller,2018-03-19
TAMAN MERBOK 3 TINGKAT UNTUK DIJUAL (BUMI LOT),380000,dayahjaafar92,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160045767,New Carouseller,2018-03-19
New Garden Home 22x75 Seremban 0% downpayment,499000,bryan.property,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160045546,New Carouseller,2018-03-19
New Garden Home Bangi Freehold Cash Rebate!!,501000,bryan.property,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160045178,New Carouseller,2018-03-19
Rumah Nilai 5 Negeri Sembilan,250000,az_22,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160044829,New Carouseller,2018-03-19
New Resort Home 22x85 Cyberjaya Freehold,520000,bryan.property,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160044313,New Carouseller,2018-03-19
[WTS] Sri Cempaka Kajang,265000,hilalalias,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160043088,New Carouseller,2018-03-19
Telok Panglima Garang Teres 1 Tingkat,300000,zaff-hartanah,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160042564,New Carouseller,2018-03-19
PD Perdana Condo Resort Homestay Negeri Sembilan,250,agensi.annur,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160042355,New Carouseller,2018-03-19
Damai Perdana Cheras 2 Storey,650000,zaff-hartanah,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160040449,New Carouseller,2018-03-19
Residential 2 storey semi double,575000,dankergregorypaul,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160040427,New Carouseller,2018-03-19
Double storey Sek.U11 Shah Alam,470000,inspektorhadi,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160037577,New Carouseller,2018-03-19
[WTS] End Lot Single Half Storey Bukit Naga Shah Alam,380000,nabilmdyusofproperty,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160033296,New Carouseller,2018-03-19
[WTS] Single Storey Taman Bentara Teluk Panglima Garang,315000,nabilmdyusofproperty,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160033190,New Carouseller,2018-03-19
